"date","country","country_code","ou_date_match","mobility_type","mobility_value"
2021-05-05,"Afghanistan","AFG","AFG_2021-05-05","transit_stations",-1
2021-05-05,"Afghanistan","AFG","AFG_2021-05-05","workplaces",2.14285714285714
2021-05-05,"Afghanistan","AFG","AFG_2021-05-05","residential",3.42857142857143
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","retail_and_recreation",35.5714285714286
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","grocery_and_pharmacy",69.2857142857143
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","parks",4.57142857142857
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","transit_stations",0.428571428571429
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","workplaces",2.71428571428571
2021-05-06,"Afghanistan","AFG","AFG_2021-05-06","residential",3.28571428571429
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","retail_and_recreation",37.2857142857143
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","grocery_and_pharmacy",74.1428571428571
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","parks",4.85714285714286
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","transit_stations",1.71428571428571
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","workplaces",3.42857142857143
2021-05-07,"Afghanistan","AFG","AFG_2021-05-07","residential",2.85714285714286
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","retail_and_recreation",37.5714285714286
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","grocery_and_pharmacy",75.1428571428571
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","parks",5
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","transit_stations",1.85714285714286
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","workplaces",3.14285714285714
2021-05-08,"Afghanistan","AFG","AFG_2021-05-08","residential",2.42857142857143
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","retail_and_recreation",39
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","grocery_and_pharmacy",78.1428571428571
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","parks",6
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","transit_stations",2.71428571428571
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","workplaces",2.85714285714286
2021-05-09,"Afghanistan","AFG","AFG_2021-05-09","residential",2
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","retail_and_recreation",41.5714285714286
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","grocery_and_pharmacy",83.8571428571429
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","parks",7.14285714285714
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","transit_stations",3.42857142857143
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","workplaces",2.14285714285714
2021-05-10,"Afghanistan","AFG","AFG_2021-05-10","residential",1.42857142857143
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","retail_and_recreation",47.1428571428571
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","grocery_and_pharmacy",95.1428571428571
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","parks",10.4285714285714
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","transit_stations",5.14285714285714
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","workplaces",0.714285714285714
2021-05-11,"Afghanistan","AFG","AFG_2021-05-11","residential",0.857142857142857
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","retail_and_recreation",49.4285714285714
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","grocery_and_pharmacy",103.142857142857
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","parks",11.8571428571429
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","transit_stations",4.42857142857143
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","workplaces",-3.42857142857143
2021-05-12,"Afghanistan","AFG","AFG_2021-05-12","residential",1.28571428571429
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","retail_and_recreation",43.7142857142857
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","grocery_and_pharmacy",97.7142857142857
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","parks",13.1428571428571
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","transit_stations",-0.142857142857143
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","workplaces",-15.2857142857143
2021-05-13,"Afghanistan","AFG","AFG_2021-05-13","residential",1.14285714285714
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","retail_and_recreation",45.5714285714286
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","grocery_and_pharmacy",98.4285714285714
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","parks",19.5714285714286
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","transit_stations",0.285714285714286
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","workplaces",-21.7142857142857
2021-05-14,"Afghanistan","AFG","AFG_2021-05-14","residential",-0.142857142857143
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","retail_and_recreation",43.1428571428571
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","grocery_and_pharmacy",93.4285714285714
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","parks",22.1428571428571
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","transit_stations",-2.71428571428571
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","workplaces",-32.5714285714286
2021-05-15,"Afghanistan","AFG","AFG_2021-05-15","residential",-0.142857142857143
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","retail_and_recreation",42
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","grocery_and_pharmacy",88.1428571428571
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","parks",24
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","transit_stations",-5
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","workplaces",-37.1428571428571
2021-05-16,"Afghanistan","AFG","AFG_2021-05-16","residential",-0.571428571428571
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","retail_and_recreation",42
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","grocery_and_pharmacy",84.5714285714286
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","parks",25.5714285714286
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","transit_stations",-6.28571428571429
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","workplaces",-37.5714285714286
2021-05-17,"Afghanistan","AFG","AFG_2021-05-17","residential",-1.28571428571429
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","retail_and_recreation",39.5714285714286
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","grocery_and_pharmacy",75.1428571428571
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","parks",25.1428571428571
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","transit_stations",-7.71428571428571
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","workplaces",-36.2857142857143
2021-05-18,"Afghanistan","AFG","AFG_2021-05-18","residential",-1.71428571428571
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","retail_and_recreation",39.7142857142857
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","grocery_and_pharmacy",69.5714285714286
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","parks",26.4285714285714
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","transit_stations",-7.14285714285714
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","workplaces",-32.1428571428571
2021-05-19,"Afghanistan","AFG","AFG_2021-05-19","residential",-3
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","retail_and_recreation",47.8571428571429
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","grocery_and_pharmacy",75.5714285714286
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","parks",28.2857142857143
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","transit_stations",-3.28571428571429
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","workplaces",-20.5714285714286
2021-05-20,"Afghanistan","AFG","AFG_2021-05-20","residential",-3.71428571428571
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","retail_and_recreation",49.1428571428571
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","grocery_and_pharmacy",75
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","parks",26.8571428571429
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","transit_stations",-3.71428571428571
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","workplaces",-15.2857142857143
2021-05-21,"Afghanistan","AFG","AFG_2021-05-21","residential",-3.28571428571429
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","retail_and_recreation",54.2857142857143
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","grocery_and_pharmacy",82.2857142857143
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","parks",28.7142857142857
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","transit_stations",1.14285714285714
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","workplaces",-3.28571428571429
2021-05-22,"Afghanistan","AFG","AFG_2021-05-22","residential",-3.85714285714286
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","retail_and_recreation",58.1428571428571
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","grocery_and_pharmacy",88.5714285714286
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","parks",30.8571428571429
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","transit_stations",4.57142857142857
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","workplaces",2.85714285714286
2021-05-23,"Afghanistan","AFG","AFG_2021-05-23","residential",-3.85714285714286
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","retail_and_recreation",59.8571428571429
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","grocery_and_pharmacy",92
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","parks",32.2857142857143
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","transit_stations",5.71428571428571
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","workplaces",5.14285714285714
2021-05-24,"Afghanistan","AFG","AFG_2021-05-24","residential",-3.57142857142857
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","retail_and_recreation",60.8571428571429
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","grocery_and_pharmacy",94.8571428571429
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","parks",33.7142857142857
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","transit_stations",6.42857142857143
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","workplaces",6.42857142857143
2021-05-25,"Afghanistan","AFG","AFG_2021-05-25","residential",-3.42857142857143
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","retail_and_recreation",62.1428571428571
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","grocery_and_pharmacy",97.5714285714286
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","parks",35.4285714285714
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","transit_stations",8
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","workplaces",7.57142857142857
2021-05-26,"Afghanistan","AFG","AFG_2021-05-26","residential",-3.28571428571429
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","retail_and_recreation",63.7142857142857
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","grocery_and_pharmacy",100.285714285714
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","parks",36.2857142857143
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","transit_stations",8.71428571428571
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","workplaces",8.71428571428571
2021-05-27,"Afghanistan","AFG","AFG_2021-05-27","residential",-3.42857142857143
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","retail_and_recreation",65.7142857142857
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","grocery_and_pharmacy",103.142857142857
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","parks",36.8571428571429
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","transit_stations",9.42857142857143
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","workplaces",8.71428571428571
2021-05-28,"Afghanistan","AFG","AFG_2021-05-28","residential",-3.57142857142857
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","retail_and_recreation",67
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","grocery_and_pharmacy",104.571428571429
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","parks",37.5714285714286
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","transit_stations",9.57142857142857
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","workplaces",9.28571428571429
2021-05-29,"Afghanistan","AFG","AFG_2021-05-29","residential",-3.57142857142857
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","retail_and_recreation",67
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","grocery_and_pharmacy",105
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","parks",37.5714285714286
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","transit_stations",9.42857142857143
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","workplaces",8.85714285714286
2021-05-30,"Afghanistan","AFG","AFG_2021-05-30","residential",-3.42857142857143
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","retail_and_recreation",67.8571428571429
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","grocery_and_pharmacy",106.571428571429
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","parks",38
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","transit_stations",9.57142857142857
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","workplaces",8.14285714285714
2021-05-31,"Afghanistan","AFG","AFG_2021-05-31","residential",-3.28571428571429
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","retail_and_recreation",68.7142857142857
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","grocery_and_pharmacy",108.571428571429
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","parks",38.4285714285714
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","transit_stations",9.14285714285714
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","workplaces",7.28571428571429
2021-06-01,"Afghanistan","AFG","AFG_2021-06-01","residential",-3.28571428571429
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","retail_and_recreation",68.2857142857143
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","grocery_and_pharmacy",107.857142857143
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","parks",37.7142857142857
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","transit_stations",7.42857142857143
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","workplaces",6.14285714285714
2021-06-02,"Afghanistan","AFG","AFG_2021-06-02","residential",-3.57142857142857
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","retail_and_recreation",66.7142857142857
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","grocery_and_pharmacy",106.714285714286
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","parks",37
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","transit_stations",6
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","workplaces",5.14285714285714
2021-06-03,"Afghanistan","AFG","AFG_2021-06-03","residential",-3.57142857142857
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","retail_and_recreation",64.4285714285714
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","grocery_and_pharmacy",104.428571428571
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","parks",36.2857142857143
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","transit_stations",4.42857142857143
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","workplaces",4.28571428571429
2021-06-04,"Afghanistan","AFG","AFG_2021-06-04","residential",-3.42857142857143
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","retail_and_recreation",62.8571428571429
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","grocery_and_pharmacy",103.428571428571
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","parks",35
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","transit_stations",3
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","workplaces",3.28571428571429
2021-06-05,"Afghanistan","AFG","AFG_2021-06-05","residential",-3.14285714285714
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","retail_and_recreation",61.8571428571429
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","grocery_and_pharmacy",103.142857142857
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","parks",34.2857142857143
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","transit_stations",2
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","workplaces",2.85714285714286
2021-06-06,"Afghanistan","AFG","AFG_2021-06-06","residential",-3
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","retail_and_recreation",60.2857142857143
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","grocery_and_pharmacy",101.428571428571
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","parks",33.5714285714286
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","transit_stations",0.857142857142857
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","workplaces",2.57142857142857
2021-06-07,"Afghanistan","AFG","AFG_2021-06-07","residential",-2.85714285714286
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","retail_and_recreation",58.1428571428571
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","grocery_and_pharmacy",98.5714285714286
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","parks",32.2857142857143
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","transit_stations",-0.571428571428571
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","workplaces",2.28571428571429
2021-06-08,"Afghanistan","AFG","AFG_2021-06-08","residential",-2.85714285714286
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","retail_and_recreation",57.2857142857143
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","grocery_and_pharmacy",98.4285714285714
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","parks",32.5714285714286
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","transit_stations",-1.57142857142857
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","workplaces",2
2021-06-09,"Afghanistan","AFG","AFG_2021-06-09","residential",-2.57142857142857
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","retail_and_recreation",56.8571428571429
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","grocery_and_pharmacy",98.1428571428571
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","parks",33
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","transit_stations",-2.14285714285714
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","workplaces",1.85714285714286
2021-06-10,"Afghanistan","AFG","AFG_2021-06-10","residential",-2.42857142857143
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","retail_and_recreation",55.5714285714286
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","grocery_and_pharmacy",97.1428571428571
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","parks",33.4285714285714
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","transit_stations",-3.28571428571429
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","workplaces",2
2021-06-11,"Afghanistan","AFG","AFG_2021-06-11","residential",-2.14285714285714
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","retail_and_recreation",54.2857142857143
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","grocery_and_pharmacy",95.7142857142857
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","parks",33
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","transit_stations",-5.14285714285714
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","workplaces",1.42857142857143
2021-06-12,"Afghanistan","AFG","AFG_2021-06-12","residential",-2
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","retail_and_recreation",52.5714285714286
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","grocery_and_pharmacy",93.5714285714286
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","parks",32.5714285714286
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","transit_stations",-6.85714285714286
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","workplaces",0.714285714285714
2021-06-13,"Afghanistan","AFG","AFG_2021-06-13","residential",-1.71428571428571
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","retail_and_recreation",51.5714285714286
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","grocery_and_pharmacy",92.2857142857143
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","parks",32.2857142857143
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","transit_stations",-8.28571428571429
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","workplaces",-0.142857142857143
2021-06-14,"Afghanistan","AFG","AFG_2021-06-14","residential",-1.57142857142857
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","retail_and_recreation",50
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","grocery_and_pharmacy",90.2857142857143
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","parks",32
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","transit_stations",-9.57142857142857
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","workplaces",-0.857142857142857
2021-06-15,"Afghanistan","AFG","AFG_2021-06-15","residential",-1.14285714285714
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","retail_and_recreation",48.7142857142857
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","grocery_and_pharmacy",88.1428571428571
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","parks",31
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","transit_stations",-10.5714285714286
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","workplaces",-1.57142857142857
2021-06-16,"Afghanistan","AFG","AFG_2021-06-16","residential",-0.857142857142857
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","retail_and_recreation",46.8571428571429
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","grocery_and_pharmacy",86.1428571428571
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","parks",30
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","transit_stations",-11.4285714285714
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","workplaces",-2.85714285714286
2021-06-17,"Afghanistan","AFG","AFG_2021-06-17","residential",-0.714285714285714
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","retail_and_recreation",45.1428571428571
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","grocery_and_pharmacy",83.5714285714286
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","parks",28.8571428571429
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","transit_stations",-11.8571428571429
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","workplaces",-3.57142857142857
2021-06-18,"Afghanistan","AFG","AFG_2021-06-18","residential",-0.571428571428571
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","retail_and_recreation",43.7142857142857
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","grocery_and_pharmacy",81.5714285714286
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","parks",27.8571428571429
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","transit_stations",-12.4285714285714
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","workplaces",-4.57142857142857
2021-06-19,"Afghanistan","AFG","AFG_2021-06-19","residential",-0.571428571428571
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","retail_and_recreation",41.7142857142857
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","grocery_and_pharmacy",78.1428571428571
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","parks",26.7142857142857
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","transit_stations",-13.4285714285714
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","workplaces",-5.85714285714286
2021-06-20,"Afghanistan","AFG","AFG_2021-06-20","residential",-0.571428571428571
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","retail_and_recreation",38.5714285714286
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","grocery_and_pharmacy",73.4285714285714
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","parks",24.4285714285714
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","transit_stations",-14.8571428571429
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","workplaces",-7.28571428571429
2021-06-21,"Afghanistan","AFG","AFG_2021-06-21","residential",-0.571428571428571
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","retail_and_recreation",36.4285714285714
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","grocery_and_pharmacy",70.4285714285714
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","parks",23
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","transit_stations",-15.8571428571429
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","workplaces",-8.71428571428571
2021-06-22,"Afghanistan","AFG","AFG_2021-06-22","residential",-0.714285714285714
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","retail_and_recreation",34
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","grocery_and_pharmacy",66.4285714285714
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","parks",21.2857142857143
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","transit_stations",-17.4285714285714
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","workplaces",-9.85714285714286
2021-06-23,"Afghanistan","AFG","AFG_2021-06-23","residential",-1.14285714285714
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","retail_and_recreation",32.7142857142857
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","grocery_and_pharmacy",64.1428571428571
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","parks",19.7142857142857
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","transit_stations",-18.5714285714286
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","workplaces",-10.5714285714286
2021-06-24,"Afghanistan","AFG","AFG_2021-06-24","residential",-1.42857142857143
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","retail_and_recreation",31.2857142857143
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","grocery_and_pharmacy",61.5714285714286
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","parks",18.1428571428571
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","transit_stations",-20.1428571428571
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","workplaces",-11.1428571428571
2021-06-25,"Afghanistan","AFG","AFG_2021-06-25","residential",-2
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","retail_and_recreation",30.4285714285714
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","grocery_and_pharmacy",60
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","parks",17
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","transit_stations",-21.1428571428571
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","workplaces",-11.4285714285714
2021-06-26,"Afghanistan","AFG","AFG_2021-06-26","residential",-2.42857142857143
2021-06-27,"Afghanistan","AFG","AFG_2021-06-27","retail_and_recreation",31
2021-06-27,"Afghanistan","AFG","AFG_2021-06-27","grocery_and_pharmacy",60.2857142857143
2021-06-27,"Afghanistan","AFG","AFG_2021-06-27","parks",16.5714285714286
