country_code,date,pop,daily.inc,cum.inc,inc.raw,ci.2wk,n.2wk,n.cum,spline,daily.ci.change,epi.curve.cat,hbg.cat,numDaysDownward,rebound,pct.n.2wk,rate_cut,slope_cut,hb_cut,datatype,date_text,epi.curve.map.cat,growth.cat.labels,growth.map.cat.labels,data_source,ou_cut_src_match
IRL,2021-08-30,5224884,34.60363904729729,6587.758011196312,32.65144259662033,478.97714092791284,25026,349773,36.91603133531337,0.35019708216818346,elevated incidence growth,hbg,0,rebound,7.154926194989322,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,IRL_0.1_10_WHO
IRN,2021-08-30,85888910,41.5570032765072,5620.799339186265,36.69391077381236,583.4781230778226,501143,4926964,44.602860316015935,0.14526701620214813,elevated incidence growth,hbg,0,rebound,10.171436202903045,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,IRN_0.1_10_WHO
IRQ,2021-08-30,39650145,17.779073875842187,4677.121429370381,15.341684122466638,248.8540710254656,98671,1874435,17.23418715419552,-0.4365044939503137,decline,not hbg,14,none,5.264039563921929,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,IRQ_0.1_10_WHO
ISL,2021-08-30,354234,21.89835774415451,2950.874280842607,14.961861368473945,304.88321279154434,1080,10658,24.81628481743887,-0.2619438852900453,decline,not hbg,6,none,10.133233252017265,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,ISL_0.1_10_WHO
ISR,2021-08-30,8787045,97.58684517946676,11723.471477450204,74.83744535278925,1279.6452049579802,112443,1053528,100.4651601607877,2.7112320038494837,elevated incidence growth,hbg,0,rebound,10.672995876711393,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,ISR_0.1_10_WHO
ITA,2021-08-30,62390364,10.44872890948318,7228.134276816025,9.543140347762677,143.57505591728932,89577,4530246,11.0937942016325,0.07869006172966904,elevated incidence plateau,not hbg,0,rebound,1.9773098414523187,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,ITA_0.1_10_WHO
JAM,2021-08-30,2816602,24.49760385031368,2290.4853842629223,32.98300576368262,309.5218990826538,8718,66663,24.15291502303539,0.6864809905094128,elevated incidence growth,hbg,0,rebound,13.077719274560101,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,JAM_0.1_10_WHO
JEY,2021-08-30,101476,27.311172803703812,9051.542095808722,0,424.7309708699613,431,9249,4.49197878295594,-3.4232917743827844,decline,not hbg,26,none,4.659963239269111,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,JEY_0.1_10_WHO
JOR,2021-08-30,10909567,7.446936908023417,7268.660878762911,7.433842241401515,107.36448110177116,11713,795161,8.140923991155287,0.012574650921569529,elevated incidence plateau,not hbg,0,rebound,1.4730350205807379,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,JOR_0.1_10_WHO
JPN,2021-08-30,124687293,17.645399863297598,1112.4187748168188,16.03531484158534,248.4760014799583,309818,1454364,19.583152165588643,0.44149113991064093,elevated incidence growth,hbg,0,rebound,21.30264500496437,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,JPN_0.1_10_WHO
KAZ,2021-08-30,19245793,28.29635101477561,4373.780359612691,0,455.57488849641095,87679,854842,35.67009876297562,-0.3291536199788137,decline,not hbg,6,none,10.25674920043704,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,KAZ_0.1_10_WHO
KEN,2021-08-30,54685051,1.5525266676627894,425.4714615046911,0.663801154725082,26.01259345995669,14225,234952,2.112690645015693,-0.0017887521418051002,decline,not hbg,1,none,6.054428138513399,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,KEN_0.1_10_WHO
KGZ,2021-08-30,6018789,3.4202418934632988,2907.5497698006316,2.5254249650552625,54.19694892112011,3262,175589,1.5475488754483644,-0.4678050882532085,decline,not hbg,34,none,1.8577473531941069,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,KGZ_0.1_10_WHO
KHM,2021-08-30,17304363,2.4576791083596845,525.5388069306155,2.5311535593653463,39.065292377419496,6760,92208,2.454519467111556,-0.05395619506034262,decline,not hbg,35,none,7.331251084504599,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,KHM_0.1_10_WHO
KIR,2021-08-30,113001,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,KIR_0.1_10_WHO
KNA,2021-08-30,54149,60.679131391425244,1757.584231868152,53.55592901069272,735.0089567674381,398,1053,53.42004265538104,2.4096447244346844,elevated incidence growth,hbg,0,rebound,37.79677113010446,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,KNA_0.1_10_WHO
KOR,2021-08-30,51715162,3.390274044361888,473.68064763234094,2.875365642284945,47.51024467447286,24570,250051,3.5444853875803704,0.008598071904353273,elevated incidence plateau,not hbg,0,rebound,9.825995496918628,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,KOR_0.1_10_WHO
KWT,2021-08-30,3032065,6.157990864783642,13488.836344678815,6.233375603755197,99.33823978047803,3012,409552,2.6989142359373735,-0.8744082342432723,decline,not hbg,45,none,0.735437746610931,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,KWT_0.1_10_WHO
LAO,2021-08-30,7574356,4.096529319267717,183.04054968030096,2.3104274475612185,60.05791119403415,4549,14641,4.721834994579362,0.0649842459064383,elevated incidence plateau,not hbg,0,rebound,31.070282084557064,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,LAO_0.1_10_WHO
LBN,2021-08-30,5261372,22.52264238301359,11340.909340214464,21.9144360064257,331.4534687910309,17439,600451,27.128813632471495,0.06378023983723245,elevated incidence plateau,not hbg,0,rebound,2.9043169217804614,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,LBN_0.1_10_WHO
LBR,2021-08-30,5214030,0.1835706463412663,106.46001543637344,0,1.726112047686712,90,5594,0.026876697753583978,0.0013365161611418627,low incidence plateau,not hbg,47,none,1.6088666428316054,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,LBR_0.1_10_WHO
LBY,2021-08-30,7017224,21.45537079294354,4298.926266487798,28.544051037846305,340.06325008293834,23863,305793,23.527249407655226,-0.490155463867639,decline,not hbg,15,none,7.803644949361169,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,LBY_0.1_10_WHO
LCA,2021-08-30,166637,80.50004329342028,4551.810222219555,108.619334241495,1057.9883219213011,1763,8050,79.28114271236879,2.7584430921665963,elevated incidence growth,hbg,0,rebound,21.900621118012424,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,LCA_0.1_10_WHO
LIE,2021-08-30,39425,9.421143219495207,8543.527493432377,0,225.74508560558024,89,3371,21.39573160921282,0.24286014260793187,elevated incidence growth,hbg,0,rebound,2.640166122812222,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,LIE_0.1_10_WHO
LKA,2021-08-30,23044123,23.03903193513952,1810.4988045263055,0,301.35666260764197,69445,431519,24.302557256194252,0.5606774604504129,elevated incidence growth,hbg,0,rebound,16.093150011934583,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,LKA_0.1_10_WHO
LSO,2021-08-30,2177740,0.15743713338463294,660.7898883377131,0,6.979712913387289,152,14395,0.45372034050596605,-0.14088061857911743,decline,not hbg,11,none,1.055922195206669,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,LSO_0.1_10_WHO
LTU,2021-08-30,2711566,21.489953986525506,10938.281210404404,14.309074534789122,294.84806934443077,7995,298165,23.629578550506086,0.3534294485562446,elevated incidence growth,hbg,0,rebound,2.6814012375698018,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,LTU_0.1_10_WHO
LUX,2021-08-30,639589,8.822630068461876,11785.492603173958,0,130.39623883462627,834,75517,8.773913440100038,-0.0024002203540973792,decline,not hbg,32,none,1.1043870916482381,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,LUX_0.1_10_WHO
LVA,2021-08-30,1862687,9.832186359964908,7615.894979365063,14.870990134144922,122.29644594072943,2278,142400,9.376914664464584,0.26907929237695694,elevated incidence growth,hbg,0,rebound,1.5997191011235954,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,LVA_0.1_10_WHO
MAR,2021-08-30,36561813,16.576233319095536,2284.5721572942784,10.505496540885432,256.8718351029256,93917,853373,21.3319649273464,-0.12316286346086726,decline,not hbg,3,none,11.005386858970228,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MAR_0.1_10_WHO
MCO,2021-08-30,31223,22.87690850609215,10145.451384281734,0,397.14313166575994,124,3183,27.533729572297624,-0.7944410513254103,decline,not hbg,14,none,3.8956958843857996,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MCO_0.1_10_WHO
MDA,2021-08-30,3323875,10.98545694837685,8004.848042033556,6.137414914820804,148.7420555827166,4944,266988,11.528220318611638,0.3197910877331765,elevated incidence growth,hbg,0,rebound,1.8517686188143287,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MDA_0.1_10_WHO
MDG,2021-08-30,27534354,0.008820150378596736,155.6388170833529,0,0.18522315795027566,51,42862,0.007547869465706543,-9.265823368720397e-4,decline,not hbg,121,none,0.11898651486164902,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MDG_0.1_10_WHO
MDV,2021-08-30,390669,26.47473217188235,20615.954390326046,0,384.4686934463716,1502,80791,29.99504836890372,0.02701875091903938,elevated incidence plateau,not hbg,0,rebound,1.859117971061133,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,MDV_0.1_10_WHO
MEX,2021-08-30,130207371,12.227528084521964,2513.5329265323567,13.475427593112222,181.93440062621357,236892,3328863,14.151382952030929,0.04831417115069082,elevated incidence plateau,not hbg,0,rebound,7.116303674858353,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,MEX_0.1_10_WHO
MHL,2021-08-30,78831,0,5.074145957808477,0,0,0,4,0,-5.057669899800249e-11,nonepast2wk,nonepast2wk,0,nonepast2wk,0,10,0.1,100,Case,2021-08-30,nonepast2wk,0 cases in the past two weeks,0 cases in the past two weeks,WHO,MHL_0.1_10_WHO
MKD,2021-08-30,2128262,43.3485834249459,8105.426600940781,31.15217957187602,618.626841995957,13166,175330,49.97249780310584,1.712471493107904,elevated incidence growth,hbg,0,rebound,7.509268237038727,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MKD_0.1_10_WHO
MLI,2021-08-30,20137527,0.07094075794766752,73.53931791128078,0.054624383619696695,0.8044681951264323,162,14858,0.056328685247324144,0.0011720165202751525,low incidence plateau,not hbg,128,none,1.0903217122089108,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,MLI_0.1_10_WHO
MLT,2021-08-30,460891,9.763696839383556,7800.82182431111,10.848552043758719,163.1622227381322,752,36089,8.398335758752717,-0.5211562488895112,decline,not hbg,26,none,2.083737426916789,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MLT_0.1_10_WHO
MMR,2021-08-30,57069099,4.112558356668728,676.549768453252,0,61.88112414390844,35315,392300,3.9418245856035337,-0.16365298657363925,decline,not hbg,23,none,9.002039255671681,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MMR_0.1_10_WHO
MNE,2021-08-30,607414,103.43615956920985,18509.63969502561,91.70022422927362,1343.8939504193222,8163,114364,105.01920366065362,3.252265110670009,elevated incidence growth,hbg,0,rebound,7.13773565107901,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MNE_0.1_10_WHO
MNG,2021-08-30,3198913,68.71530601622726,6310.398027615721,75.46313388329098,827.6248838277261,26475,209066,55.55590941296137,1.0724325327796458,elevated incidence growth,hbg,0,rebound,12.663465125845427,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MNG_0.1_10_WHO
MNP,2021-08-30,51659,4.7011584207425585,450.75813093002733,9.678855572117152,52.265820089432566,27,241,3.412868927431663,0.052068629050579844,elevated incidence plateau,not hbg,0,rebound,11.20331950207469,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,MNP_0.1_10_WHO
MOZ,2021-08-30,30888034,1.4240373565282312,468.08140284079866,0.4500124546612452,23.031572679569024,7114,145863,1.2035931442992946,-0.15392937393040984,decline,not hbg,20,none,4.877179270959736,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MOZ_0.1_10_WHO
MRT,2021-08-30,4079284,5.207496497634679,801.5657369563595,3.7016299919299565,78.15096963094493,3188,33309,6.047053423966851,-0.06305769743102164,decline,not hbg,6,none,9.570986820378877,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MRT_0.1_10_WHO
MSR,2021-08-30,5387,2.651886817470654,474.68774032724286,0,55.68962316688328,3,26,4.716738180613557,0.11778379662920496,lessthan5,lessthan5,191,lessthan5,11.538461538461538,10,0.1,100,Case,2021-08-30,lessthan5,1-5 cases in the past two weeks,1-5 cases in the past two weeks,WHO,MSR_0.1_10_WHO
MUS,2021-08-30,1386129,21.622394864712305,665.6873721194576,0,293.9120384899241,4074,10196,21.894098465347973,0.6485234729069618,elevated incidence growth,hbg,0,rebound,39.95684582189094,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MUS_0.1_10_WHO
MWI,2021-08-30,20308502,0.6148023269128657,295.6777131356822,0.15756947508979244,11.138192270409718,2262,60345,0.5487643584772447,-0.0898752901939419,decline,not hbg,21,none,3.748446433010191,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,MWI_0.1_10_WHO
MYS,2021-08-30,33519406,64.3533395038603,4891.821258919173,61.394286044329064,898.5541092225794,301190,1706089,67.79405951014735,0.5412596094900568,elevated incidence growth,hbg,0,rebound,17.653826969167493,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,MYS_0.1_10_WHO
NAM,2021-08-30,2678191,5.531452280396479,4637.069254155937,0,80.24072965669711,2149,124618,2.206270309688938,-0.35546230706247117,decline,not hbg,46,none,1.7244699802596735,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,NAM_0.1_10_WHO
NCL,2021-08-30,293608,0.04865573923638067,46.07698505684937,0,0.6811803493092796,2,136,0.026439440700203803,-2.9367346511028025e-4,lessthan5,lessthan5,155,lessthan5,1.4705882352941175,10,0.1,100,Case,2021-08-30,lessthan5,1-5 cases in the past two weeks,1-5 cases in the past two weeks,WHO,NCL_0.1_10_WHO
NER,2021-08-30,23605767,0.038126276515395574,24.602341574291692,0,0.4617515711309039,109,5833,0.03491664339027993,6.051040881265491e-4,low incidence plateau,not hbg,0,none,1.8686782101834392,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,NER_0.1_10_WHO
NGA,2021-08-30,219463862,0.2813349613926732,86.38499997911143,0.16494742993267839,4.0289093244882395,8842,191345,0.3235566661401293,0.003639206001907237,low incidence plateau,not hbg,214,none,4.62097258877943,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,NGA_0.1_10_WHO
NIC,2021-08-30,6243931,0.8488242422922383,141.16107304837288,0,10.79448187367862,674,8867,0.814874261089084,0.007488362578322219,elevated incidence plateau,not hbg,0,rebound,7.601217999323334,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,NIC_0.1_10_WHO
NIU,2021-08-30,2000,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,NIU_0.1_10_WHO
NLD,2021-08-30,17337403,14.77565172658251,11125.697430001483,13.50836685286718,201.10855126341448,34867,1936572,10.208367645215882,-0.42305315127380927,decline,not hbg,28,none,1.8004494539836369,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,NLD_0.1_10_WHO
NOR,2021-08-30,5509591,19.524394564211434,2802.6503497005756,4.5012415622139645,218.1105639238922,12017,157034,17.312217972116482,0.5244758495870304,elevated incidence growth,hbg,0,rebound,7.652482901791968,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,NOR_0.1_10_WHO
NPL,2021-08-30,30424878,4.80856488561767,2484.6785862918778,0,80.14493928291222,24384,759222,6.339508469086989,-0.09816823228341726,decline,not hbg,7,none,3.211708828247864,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,NPL_0.1_10_WHO
NRU,2021-08-30,9770,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,NRU_0.1_10_WHO
NZL,2021-08-30,4991442,1.3308493102508479,59.101157541247595,1.1018859880571585,11.880334380325365,593,3163,0.8142179970219616,0.04357756885646792,elevated incidence plateau,not hbg,0,rebound,18.74802402782169,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,NZL_0.1_10_WHO
OMN,2021-08-30,3694755,3.2207818921697253,8166.7390665957555,9.418757130039745,52.45273367246136,1938,302132,1.3430140391843632,-0.23562663454622002,decline,not hbg,51,none,0.6414414891504375,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,OMN_0.1_10_WHO
PAK,2021-08-30,238181034,1.7195203832104653,478.68942771128815,1.641188609501124,22.701639627611996,54071,1152481,1.7507910034810714,-0.002886805482602615,decline,not hbg,4,none,4.691704245015753,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,PAK_0.1_10_WHO
PAN,2021-08-30,3928646,15.341526971742496,11563.373233424441,17.206946108150238,227.61022499863975,8942,456203,15.55164552702389,-0.335729421287319,decline,not hbg,34,none,1.960092327319198,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,PAN_0.1_10_WHO
PCN,2021-08-30,50,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,PCN_0.1_10_WHO
PER,2021-08-30,32201224,3.1871015657225144,6661.385205197701,3.521605265688037,48.398781363092894,15585,2148419,3.2980552802264023,-0.05374824062146786,decline,not hbg,129,none,0.7254171555920889,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,PER_0.1_10_WHO
PHL,2021-08-30,110818325,14.787265553779207,1716.4804260873436,16.719256494808057,192.0142720078111,212787,1954023,14.607758601440047,0.3174669336915429,elevated incidence growth,hbg,0,rebound,10.889687583001837,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,PHL_0.1_10_WHO
PLW,2021-08-30,21613,0,9.253689908851156,0,9.253689908851156,2,2,0.9098688858243904,0.046807188280179025,lessthan5,lessthan5,0,lessthan5,100,10,0.1,100,Case,2021-08-30,lessthan5,1-5 cases in the past two weeks,1-5 cases in the past two weeks,WHO,PLW_0.1_10_WHO
PNG,2021-08-30,7399757,0.1660286180440096,243.02535494457067,0.17568144467446703,2.432512310877229,180,18012,0.15116721229214464,0.001641427200477108,low incidence plateau,not hbg,96,none,0.9993337774816788,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,PNG_0.1_10_WHO
POL,2021-08-30,38185913,0.5910930706677391,7562.315678334798,0.4032900823924257,7.657274031919769,2924,2888385,0.576970024324917,0.008426837032377283,low incidence plateau,not hbg,143,none,0.1012330419940555,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,POL_0.1_10_WHO
PRI,2021-08-30,3142779,25.446087227714997,5314.900329567286,22.01872928385992,363.08630037301464,11411,169580,31.21132510486811,0.4705329837288937,elevated incidence growth,hbg,0,rebound,6.728977473758698,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,PRI_0.1_10_WHO
PRK,2021-08-30,25831360,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,PRK_0.1_10_WHO
PRT,2021-08-30,10263850,21.611216620887717,10016.494785095261,17.361906107357377,307.99358915027005,31612,1034947,21.11912096404109,-0.16341020355840552,decline,not hbg,26,none,3.054455928661081,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,PRT_0.1_10_WHO
PRY,2021-08-30,7272639,1.3337661885880152,6298.316981536649,0.8525103473443408,23.402784051289927,1702,458291,0.4852040553341979,-0.1926404765011275,decline,not hbg,75,none,0.3713797565302395,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,PRY_0.1_10_WHO
PSE,2021-08-30,4906308,32.5994326370992,7374.867502931213,34.567744218259435,350.9767425934115,17220,366705,25.567286290381848,1.1241950428987475,elevated incidence growth,hbg,0,rebound,4.695872704217286,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,PSE_0.1_10_WHO
PYF,2021-08-30,297154,182.97390770923266,13469.92757002382,0,3987.1581738761743,11848,40178,338.1935707621067,5.708977185419049,elevated incidence growth,hbg,0,rebound,29.488774951465977,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,PYF_0.1_10_WHO
QAT,2021-08-30,2479995,8.807621443937023,9345.508473087359,7.217756487412274,128.95187288684065,3198,232366,9.866041941391938,0.09767963461854233,elevated incidence plateau,not hbg,0,rebound,1.3762770801235982,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,QAT_0.1_10_WHO
ROU,2021-08-30,21230362,4.112708286099405,5157.019259223452,3.2924544574416585,46.833869342406615,9943,1097452,3.477837924823709,0.1205117396152461,elevated incidence growth,not hbg,0,rebound,0.9060077342790391,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,ROU_0.1_10_WHO
RUS,2021-08-30,142320790,13.511829759477223,4808.693395091068,12.87584196237247,196.4231648798459,279551,6901152,13.705725826146496,-0.11519395025821241,decline,not hbg,30,none,4.05078746273086,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,RUS_0.1_10_WHO
RWA,2021-08-30,12943132,3.96238826009926,657.8844837776293,2.8663850449798396,53.31785227872206,6901,86613,3.0051466122292596,-0.13977603394038127,decline,not hbg,22,none,7.967626106935448,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,RWA_0.1_10_WHO
SAU,2021-08-30,34783757,0.8255084611560051,1561.7999926969198,0.5979802584292433,15.751604980450793,5479,544004,0.8766436412958529,-0.09211038234643633,decline,not hbg,48,none,1.007161712046235,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SAU_0.1_10_WHO
SDN,2021-08-30,46751152,0.021084278002675205,80.6174175741625,0.0021389847249111637,0.23742730446512894,111,37708,0.015490933005933603,-4.4145323173253216e-4,decline,not hbg,0,none,0.2943672430253527,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SDN_0.1_10_WHO
SEN,2021-08-30,16082442,0.6946350915755488,449.90591069973794,0.5658344671785541,12.622461190906222,2030,72709,0.5972451303114583,-0.17213052874889967,decline,not hbg,18,none,2.7919514778087997,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SEN_0.1_10_WHO
SGP,2021-08-30,5866139,1.687651792772158,1140.687012603788,0,17.029940817972374,999,67171,1.1101493941278207,-0.018885085531341227,decline,not hbg,17,none,1.4872489616054547,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SGP_0.1_10_WHO
SHN,2021-08-30,7915,0,0,0,0,0,0,0,0,none,none,0,none,0,10,0.1,100,Case,2021-08-30,none,No reported cases,No reported cases,WHO,SHN_0.1_10_WHO
SLB,2021-08-30,690598,0,2.896040822591435,0,0,0,20,0,2.8256342082320113e-8,nonepast2wk,nonepast2wk,0,nonepast2wk,0,10,0.1,100,Case,2021-08-30,nonepast2wk,0 cases in the past two weeks,0 cases in the past two weeks,WHO,SLB_0.1_10_WHO
SLE,2021-08-30,6807277,0.031478917970545695,93.43152713108131,0.05876064687833329,0.3672540429895861,25,6367,0,-0.0023185608569906723,decline,not hbg,51,none,0.3926495994974085,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SLE_0.1_10_WHO
SLV,2021-08-30,6528135,3.0067655507386917,1434.82677014842,0,60.21627922829407,3931,94060,4.291202188874676,-0.009936691691802611,decline,not hbg,1,none,4.179247288964491,10,0.1,100,Case,2021-08-30,decline,Sustained decline,Sustained decline,WHO,SLV_0.1_10_WHO
SMR,2021-08-30,34467,24.86850776519168,15393.19183152415,20.3092813415731,261.11933153451355,90,5321,21.776126609310648,0.3923759005452793,elevated incidence growth,hbg,0,rebound,1.6914113888366846,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,SMR_0.1_10_WHO
SOM,2021-08-30,12094640,0.9059503099838366,140.96445084056126,0.7606675353710404,8.127567252931868,983,17302,0.6830694548935631,0.01653022220377874,low incidence plateau,not hbg,167,none,5.681424112819327,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,SOM_0.1_10_WHO
SPM,2021-08-30,5321,0,563.803796278895,0,0,0,30,0,-0.12009544960115148,nonepast2wk,nonepast2wk,206,nonepast2wk,0,10,0.1,100,Case,2021-08-30,nonepast2wk,0 cases in the past two weeks,0 cases in the past two weeks,WHO,SPM_0.1_10_WHO
SRB,2021-08-30,6974289,31.347793506774906,10769.042448013595,24.690688900330915,366.67537006281054,25573,757617,27.58217902583715,0.9858627437143365,elevated incidence growth,hbg,0,rebound,3.3754522403800333,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,SRB_0.1_10_WHO
SSD,2021-08-30,10984074,0.15216836407223866,103.53951678454771,0.09104090158169,2.1121489166952188,232,11427,0.15666163936621078,0.0035320173609237845,low incidence plateau,not hbg,174,none,2.0302791633849653,10,0.1,100,Case,2021-08-30,low incidence plateau,Low incidence plateau,Low incidence plateau,WHO,SSD_0.1_10_WHO
STP,2021-08-30,213948,4.406945345865097,1198.8226778736623,0,47.67513601435871,102,2590,3.5143152159916475,0.12203755199191392,elevated incidence growth,not hbg,0,rebound,3.9382239382239383,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,STP_0.1_10_WHO
SUR,2021-08-30,614749,30.511872092744852,4559.933055140042,36.11229949133712,348.92289373386575,2145,28684,23.563845628960053,0.6024772504426387,elevated incidence growth,hbg,0,rebound,7.47803653604797,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence growth,Rebound,WHO,SUR_0.1_10_WHO
SVK,2021-08-30,5436066,1.8343096959142713,7257.506754753477,0.9013871428345425,23.086548250149463,1255,394791,1.7406565066345487,0.036286449071464576,elevated incidence plateau,not hbg,0,rebound,0.3178897188639052,10,0.1,100,Case,2021-08-30,rebound,Elevated incidence plateau,Rebound,WHO,SVK_0.1_10_WHO
