Indicator,periodval,data_source,country_code,Date,pop,dftype,Counts,Rate,tabtitlex
Cases,30 days,JHU,IRN,2021-09-09,85888910,cross,999123,1163.3,Cases reported in the past 30 days
Cases,30 days,JHU,IRQ,2021-09-09,39650145,cross,207110,522.3,Cases reported in the past 30 days
Cases,30 days,JHU,ISL,2021-09-09,354234,cross,2217,625.9,Cases reported in the past 30 days
Cases,30 days,JHU,ISR,2021-09-09,8787045,cross,235363,2678.5,Cases reported in the past 30 days
Cases,30 days,JHU,ITA,2021-09-09,62390364,cross,184700,296,Cases reported in the past 30 days
Cases,30 days,JHU,JAM,2021-09-09,2816602,cross,18551,658.6,Cases reported in the past 30 days
Cases,30 days,JHU,JEY,2021-09-09,101476,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,JOR,2021-09-09,10909567,cross,25307,232,Cases reported in the past 30 days
Cases,30 days,JHU,JPN,2021-09-09,124687293,cross,561533,450.4,Cases reported in the past 30 days
Cases,30 days,JHU,KAZ,2021-09-09,19245793,cross,183629,954.1,Cases reported in the past 30 days
Cases,30 days,JHU,KEN,2021-09-09,54685051,cross,28528,52.2,Cases reported in the past 30 days
Cases,30 days,JHU,KGZ,2021-09-09,6018789,cross,6912,114.8,Cases reported in the past 30 days
Cases,30 days,JHU,KHM,2021-09-09,17304363,cross,14626,84.5,Cases reported in the past 30 days
Cases,30 days,JHU,KIR,2021-09-09,113001,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,KNA,2021-09-09,54149,cross,732,1351.8,Cases reported in the past 30 days
Cases,30 days,JHU,KOR,2021-09-09,51715162,cross,53156,102.8,Cases reported in the past 30 days
Cases,30 days,JHU,KWT,2021-09-09,3032065,cross,6168,203.4,Cases reported in the past 30 days
Cases,30 days,JHU,LAO,2021-09-09,7574356,cross,7866,103.9,Cases reported in the past 30 days
Cases,30 days,JHU,LBN,2021-09-09,5261372,cross,37138,705.9,Cases reported in the past 30 days
Cases,30 days,JHU,LBR,2021-09-09,5214030,cross,266,5.1,Cases reported in the past 30 days
Cases,30 days,JHU,LBY,2021-09-09,7017224,cross,49389,703.8,Cases reported in the past 30 days
Cases,30 days,JHU,LCA,2021-09-09,166637,cross,3454,2072.8,Cases reported in the past 30 days
Cases,30 days,JHU,LIE,2021-09-09,39425,cross,258,654.4,Cases reported in the past 30 days
Cases,30 days,JHU,LKA,2021-09-09,23044123,cross,141785,615.3,Cases reported in the past 30 days
Cases,30 days,JHU,LSO,2021-09-09,2177740,cross,550,25.3,Cases reported in the past 30 days
Cases,30 days,JHU,LTU,2021-09-09,2711566,cross,18662,688.2,Cases reported in the past 30 days
Cases,30 days,JHU,LUX,2021-09-09,639589,cross,2103,328.8,Cases reported in the past 30 days
Cases,30 days,JHU,LVA,2021-09-09,1862687,cross,6306,338.5,Cases reported in the past 30 days
Cases,30 days,JHU,MAC,2021-09-09,630396,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MAF,2021-09-09,0,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MAR,2021-09-09,36561813,cross,185810,508.2,Cases reported in the past 30 days
Cases,30 days,JHU,MCO,2021-09-09,31223,cross,244,781.5,Cases reported in the past 30 days
Cases,30 days,JHU,MDA,2021-09-09,3323875,cross,12056,362.7,Cases reported in the past 30 days
Cases,30 days,JHU,MDG,2021-09-09,27534354,cross,97,0.4,Cases reported in the past 30 days
Cases,30 days,JHU,MDV,2021-09-09,390669,cross,3897,997.5,Cases reported in the past 30 days
Cases,30 days,JHU,MEX,2021-09-09,130207371,cross,482114,370.3,Cases reported in the past 30 days
Cases,30 days,JHU,MHL,2021-09-09,78831,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MKD,2021-09-09,2128262,cross,23194,1089.8,Cases reported in the past 30 days
Cases,30 days,JHU,MLI,2021-09-09,20137527,cross,316,1.6,Cases reported in the past 30 days
Cases,30 days,JHU,MLT,2021-09-09,460891,cross,1683,365.2,Cases reported in the past 30 days
Cases,30 days,JHU,MMR,2021-09-09,57069099,cross,87853,153.9,Cases reported in the past 30 days
Cases,30 days,JHU,MNE,2021-09-09,607414,cross,15885,2615.2,Cases reported in the past 30 days
Cases,30 days,JHU,MNG,2021-09-09,3198913,cross,71839,2245.7,Cases reported in the past 30 days
Cases,30 days,JHU,MNP,2021-09-09,51659,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MOZ,2021-09-09,30888034,cross,14384,46.6,Cases reported in the past 30 days
Cases,30 days,JHU,MRT,2021-09-09,4079284,cross,5870,143.9,Cases reported in the past 30 days
Cases,30 days,JHU,MSR,2021-09-09,5387,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MTQ,2021-09-09,0,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,MUS,2021-09-09,1386129,cross,7564,545.7,Cases reported in the past 30 days
Cases,30 days,JHU,MWI,2021-09-09,20308502,cross,4421,21.8,Cases reported in the past 30 days
Cases,30 days,JHU,MYS,2021-09-09,33519406,cross,620007,1849.7,Cases reported in the past 30 days
Cases,30 days,JHU,MYT,2021-09-09,0,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,NAM,2021-09-09,2678191,cross,4459,166.5,Cases reported in the past 30 days
Cases,30 days,JHU,NCL,2021-09-09,293608,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,NER,2021-09-09,23605767,cross,211,0.9,Cases reported in the past 30 days
Cases,30 days,JHU,NGA,2021-09-09,219463862,cross,18655,8.5,Cases reported in the past 30 days
Cases,30 days,JHU,NIC,2021-09-09,6243931,cross,2099,33.6,Cases reported in the past 30 days
Cases,30 days,JHU,NIU,2021-09-09,2000,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,NLD,2021-09-09,17337403,cross,78808,454.6,Cases reported in the past 30 days
Cases,30 days,JHU,NOR,2021-09-09,5509591,cross,31349,569,Cases reported in the past 30 days
Cases,30 days,JHU,NPL,2021-09-09,30424878,cross,53907,177.2,Cases reported in the past 30 days
Cases,30 days,JHU,NRU,2021-09-09,9770,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,NZL,2021-09-09,4991442,cross,962,19.3,Cases reported in the past 30 days
Cases,30 days,JHU,OMN,2021-09-09,3694755,cross,3982,107.8,Cases reported in the past 30 days
Cases,30 days,JHU,OTH,2021-09-09,0,cross,0,,Cases reported in the past 30 days
Cases,30 days,JHU,PAK,2021-09-09,238181034,cross,117527,49.3,Cases reported in the past 30 days
Cases,30 days,JHU,PAN,2021-09-09,3928646,cross,17512,445.8,Cases reported in the past 30 days
Cases,30 days,JHU,PCN,2021-09-09,50,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,PER,2021-09-09,32201224,cross,31459,97.7,Cases reported in the past 30 days
Cases,30 days,JHU,PHL,2021-09-09,110818325,cross,485736,438.3,Cases reported in the past 30 days
Cases,30 days,JHU,PLW,2021-09-09,21613,cross,2,9.3,Cases reported in the past 30 days
Cases,30 days,JHU,PNG,2021-09-09,7399757,cross,565,7.6,Cases reported in the past 30 days
Cases,30 days,JHU,POL,2021-09-09,38185913,cross,7752,20.3,Cases reported in the past 30 days
Cases,30 days,JHU,PRI,2021-09-09,3142779,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,PRK,2021-09-09,25831360,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,PRT,2021-09-09,10263850,cross,61834,602.4,Cases reported in the past 30 days
Cases,30 days,JHU,PRY,2021-09-09,7272639,cross,3453,47.5,Cases reported in the past 30 days
Cases,30 days,JHU,PSE,2021-09-09,4906308,cross,46183,941.3,Cases reported in the past 30 days
Cases,30 days,JHU,PYF,2021-09-09,297154,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,QAT,2021-09-09,2479995,cross,6117,246.7,Cases reported in the past 30 days
Cases,30 days,JHU,REU,2021-09-09,0,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,ROU,2021-09-09,21230362,cross,27969,131.7,Cases reported in the past 30 days
Cases,30 days,JHU,RUS,2021-09-09,142320790,cross,577668,405.9,Cases reported in the past 30 days
Cases,30 days,JHU,RWA,2021-09-09,12943132,cross,14320,110.6,Cases reported in the past 30 days
Cases,30 days,JHU,SAU,2021-09-09,34783757,cross,13792,39.7,Cases reported in the past 30 days
Cases,30 days,JHU,SDN,2021-09-09,46751152,cross,403,0.9,Cases reported in the past 30 days
Cases,30 days,JHU,SEN,2021-09-09,16082442,cross,5005,31.1,Cases reported in the past 30 days
Cases,30 days,JHU,SGP,2021-09-09,5866139,cross,4203,71.6,Cases reported in the past 30 days
Cases,30 days,JHU,SHN,2021-09-09,7915,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,SLB,2021-09-09,690598,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,SLE,2021-09-09,6807277,cross,63,0.9,Cases reported in the past 30 days
Cases,30 days,JHU,SLV,2021-09-09,6528135,cross,9751,149.4,Cases reported in the past 30 days
Cases,30 days,JHU,SMR,2021-09-09,34467,cross,159,461.3,Cases reported in the past 30 days
Cases,30 days,JHU,SOM,2021-09-09,12094640,cross,2234,18.5,Cases reported in the past 30 days
Cases,30 days,JHU,SPM,2021-09-09,5321,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,SRB,2021-09-09,6974289,cross,73113,1048.3,Cases reported in the past 30 days
Cases,30 days,JHU,SSD,2021-09-09,10984074,cross,450,4.1,Cases reported in the past 30 days
Cases,30 days,JHU,STP,2021-09-09,213948,cross,262,122.5,Cases reported in the past 30 days
Cases,30 days,JHU,SUR,2021-09-09,614749,cross,6086,990,Cases reported in the past 30 days
Cases,30 days,JHU,SVK,2021-09-09,5436066,cross,4222,77.7,Cases reported in the past 30 days
Cases,30 days,JHU,SVN,2021-09-09,2102106,cross,13157,625.9,Cases reported in the past 30 days
Cases,30 days,JHU,SWE,2021-09-09,10261767,cross,29714,289.6,Cases reported in the past 30 days
Cases,30 days,JHU,SWZ,2021-09-09,1113276,cross,11848,1064.2,Cases reported in the past 30 days
Cases,30 days,JHU,SXM,2021-09-09,44564,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,SYC,2021-09-09,96387,cross,1925,1997.2,Cases reported in the past 30 days
Cases,30 days,JHU,SYR,2021-09-09,20384316,cross,2950,14.5,Cases reported in the past 30 days
Cases,30 days,JHU,TCA,2021-09-09,57196,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,TCD,2021-09-09,17414108,cross,30,0.2,Cases reported in the past 30 days
Cases,30 days,JHU,TGO,2021-09-09,8283189,cross,6160,74.4,Cases reported in the past 30 days
Cases,30 days,JHU,THA,2021-09-09,69480520,cross,542599,780.9,Cases reported in the past 30 days
Cases,30 days,JHU,TJK,2021-09-09,8990874,cross,1250,13.9,Cases reported in the past 30 days
Cases,30 days,JHU,TKL,2021-09-09,1647,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,TKM,2021-09-09,5579889,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,TLS,2021-09-09,1413958,cross,6494,459.3,Cases reported in the past 30 days
Cases,30 days,JHU,TON,2021-09-09,105780,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,TTO,2021-09-09,1221047,cross,5979,489.7,Cases reported in the past 30 days
Cases,30 days,JHU,TUN,2021-09-09,11811335,cross,66446,562.6,Cases reported in the past 30 days
Cases,30 days,JHU,TUR,2021-09-09,82482383,cross,621546,753.6,Cases reported in the past 30 days
Cases,30 days,JHU,TUV,2021-09-09,11448,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,TWN,2021-09-09,23572052,cross,264,1.1,Cases reported in the past 30 days
Cases,30 days,JHU,TZA,2021-09-09,62092761,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,UGA,2021-09-09,44712143,cross,25035,56,Cases reported in the past 30 days
Cases,30 days,JHU,UKR,2021-09-09,43745640,cross,62035,141.8,Cases reported in the past 30 days
Cases,30 days,JHU,URY,2021-09-09,3398239,cross,3537,104.1,Cases reported in the past 30 days
Cases,30 days,JHU,USA,2021-09-09,334998398,cross,4546657,1357.2,Cases reported in the past 30 days
Cases,30 days,JHU,UZB,2021-09-09,30842796,cross,24039,77.9,Cases reported in the past 30 days
Cases,30 days,JHU,VAT,2021-09-09,1000,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,VCT,2021-09-09,101145,cross,90,89,Cases reported in the past 30 days
Cases,30 days,JHU,VEN,2021-09-09,29069153,cross,29817,102.6,Cases reported in the past 30 days
Cases,30 days,JHU,VGB,2021-09-09,37891,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,VIR,2021-09-09,0,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,VNM,2021-09-09,102789598,cross,343159,333.8,Cases reported in the past 30 days
Cases,30 days,JHU,VUT,2021-09-09,303009,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,WLF,2021-09-09,15851,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,WSM,2021-09-09,204898,cross,0,0,Cases reported in the past 30 days
Cases,30 days,JHU,XKX,2021-09-09,1935259,cross,44554,2302.2,Cases reported in the past 30 days
Cases,30 days,JHU,YEM,2021-09-09,30399243,cross,1069,3.5,Cases reported in the past 30 days
Cases,30 days,JHU,ZAF,2021-09-09,56978635,cross,296280,520,Cases reported in the past 30 days
Cases,30 days,JHU,ZMB,2021-09-09,19077816,cross,6730,35.3,Cases reported in the past 30 days
Cases,30 days,JHU,ZWE,2021-09-09,14829988,cross,8798,59.3,Cases reported in the past 30 days
Cases,30 days,WHO,ABW,2021-09-09,120917,cross,2458,2032.8,Cases reported in the past 30 days
Cases,30 days,WHO,AFG,2021-09-09,37466414,cross,2827,7.5,Cases reported in the past 30 days
Cases,30 days,WHO,AGO,2021-09-09,33642646,cross,5602,16.7,Cases reported in the past 30 days
Cases,30 days,WHO,AIA,2021-09-09,18403,cross,191,1037.9,Cases reported in the past 30 days
Cases,30 days,WHO,ALB,2021-09-09,3088385,cross,19337,626.1,Cases reported in the past 30 days
Cases,30 days,WHO,AND,2021-09-09,85645,cross,234,273.2,Cases reported in the past 30 days
Cases,30 days,WHO,ARE,2021-09-09,9856612,cross,31740,322,Cases reported in the past 30 days
Cases,30 days,WHO,ARG,2021-09-09,45864941,cross,192906,420.6,Cases reported in the past 30 days
Cases,30 days,WHO,ARM,2021-09-09,3011609,cross,14387,477.7,Cases reported in the past 30 days
Cases,30 days,WHO,ASM,2021-09-09,46366,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,ATG,2021-09-09,99175,cross,626,631.2,Cases reported in the past 30 days
Cases,30 days,WHO,AUS,2021-09-09,25809973,cross,29692,115,Cases reported in the past 30 days
Cases,30 days,WHO,AUT,2021-09-09,8884864,cross,38781,436.5,Cases reported in the past 30 days
Cases,30 days,WHO,AZE,2021-09-09,10282283,cross,97356,946.8,Cases reported in the past 30 days
Cases,30 days,WHO,BDI,2021-09-09,12241065,cross,5247,42.9,Cases reported in the past 30 days
Cases,30 days,WHO,BEL,2021-09-09,11778842,cross,56266,477.7,Cases reported in the past 30 days
Cases,30 days,WHO,BEN,2021-09-09,13301694,cross,10041,75.5,Cases reported in the past 30 days
Cases,30 days,WHO,BES,2021-09-09,0,cross,135,,Cases reported in the past 30 days
Cases,30 days,WHO,BFA,2021-09-09,21382659,cross,246,1.2,Cases reported in the past 30 days
Cases,30 days,WHO,BGD,2021-09-09,164098818,cross,148568,90.5,Cases reported in the past 30 days
Cases,30 days,WHO,BGR,2021-09-09,6919180,cross,37848,547,Cases reported in the past 30 days
Cases,30 days,WHO,BHR,2021-09-09,1526929,cross,3205,209.9,Cases reported in the past 30 days
Cases,30 days,WHO,BHS,2021-09-09,352655,cross,3241,919,Cases reported in the past 30 days
Cases,30 days,WHO,BIH,2021-09-09,3824782,cross,12693,331.9,Cases reported in the past 30 days
Cases,30 days,WHO,BLM,2021-09-09,7116,cross,154,2164.1,Cases reported in the past 30 days
Cases,30 days,WHO,BLR,2021-09-09,9441842,cross,40904,433.2,Cases reported in the past 30 days
Cases,30 days,WHO,BLZ,2021-09-09,405633,cross,2681,660.9,Cases reported in the past 30 days
Cases,30 days,WHO,BMU,2021-09-09,72084,cross,659,914.2,Cases reported in the past 30 days
Cases,30 days,WHO,BOL,2021-09-09,11758869,cross,15052,128,Cases reported in the past 30 days
Cases,30 days,WHO,BRA,2021-09-09,213445417,cross,747906,350.4,Cases reported in the past 30 days
Cases,30 days,WHO,BRB,2021-09-09,301865,cross,1015,336.2,Cases reported in the past 30 days
Cases,30 days,WHO,BRN,2021-09-09,471103,cross,3277,695.6,Cases reported in the past 30 days
Cases,30 days,WHO,BTN,2021-09-09,857423,cross,46,5.4,Cases reported in the past 30 days
Cases,30 days,WHO,BWA,2021-09-09,2350667,cross,31415,1336.4,Cases reported in the past 30 days
Cases,30 days,WHO,CAF,2021-09-09,5357984,cross,135,2.5,Cases reported in the past 30 days
Cases,30 days,WHO,CAN,2021-09-09,37943231,cross,86903,229,Cases reported in the past 30 days
Cases,30 days,WHO,CHE,2021-09-09,8453550,cross,71847,849.9,Cases reported in the past 30 days
Cases,30 days,WHO,CHL,2021-09-09,18307925,cross,17830,97.4,Cases reported in the past 30 days
Cases,30 days,WHO,CHN,2021-09-09,1397897720,cross,1524,0.1,Cases reported in the past 30 days
Cases,30 days,WHO,CIV,2021-09-09,28088455,cross,5894,21,Cases reported in the past 30 days
Cases,30 days,WHO,CMR,2021-09-09,28524175,cross,2146,7.5,Cases reported in the past 30 days
Cases,30 days,WHO,COD,2021-09-09,105044646,cross,4100,3.9,Cases reported in the past 30 days
Cases,30 days,WHO,COG,2021-09-09,5417414,cross,408,7.5,Cases reported in the past 30 days
Cases,30 days,WHO,COK,2021-09-09,8327,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,COL,2021-09-09,50355650,cross,82426,163.7,Cases reported in the past 30 days
Cases,30 days,WHO,COM,2021-09-09,864335,cross,62,7.2,Cases reported in the past 30 days
Cases,30 days,WHO,CPV,2021-09-09,589451,cross,2124,360.3,Cases reported in the past 30 days
Cases,30 days,WHO,CRI,2021-09-09,5151140,cross,61526,1194.4,Cases reported in the past 30 days
Cases,30 days,WHO,CUB,2021-09-09,11032343,cross,246823,2237.3,Cases reported in the past 30 days
Cases,30 days,WHO,CUW,2021-09-09,151885,cross,1384,911.2,Cases reported in the past 30 days
Cases,30 days,WHO,CYM,2021-09-09,63131,cross,73,115.6,Cases reported in the past 30 days
Cases,30 days,WHO,CYP,2021-09-09,1281506,cross,9229,720.2,Cases reported in the past 30 days
Cases,30 days,WHO,CZE,2021-09-09,10702596,cross,6801,63.5,Cases reported in the past 30 days
Cases,30 days,WHO,DEU,2021-09-09,79903481,cross,251683,315,Cases reported in the past 30 days
Cases,30 days,WHO,DJI,2021-09-09,938413,cross,144,15.3,Cases reported in the past 30 days
Cases,30 days,WHO,DMA,2021-09-09,74584,cross,1787,2396,Cases reported in the past 30 days
Cases,30 days,WHO,DNK,2021-09-09,5894687,cross,25684,435.7,Cases reported in the past 30 days
Cases,30 days,WHO,DOM,2021-09-09,10597348,cross,7576,71.5,Cases reported in the past 30 days
Cases,30 days,WHO,DZA,2021-09-09,43576691,cross,16594,38.1,Cases reported in the past 30 days
Cases,30 days,WHO,ECU,2021-09-09,17093159,cross,11992,70.2,Cases reported in the past 30 days
Cases,30 days,WHO,EGY,2021-09-09,106437241,cross,6383,6,Cases reported in the past 30 days
Cases,30 days,WHO,ERI,2021-09-09,6147398,cross,62,1,Cases reported in the past 30 days
Cases,30 days,WHO,ESP,2021-09-09,47260584,cross,248002,524.8,Cases reported in the past 30 days
Cases,30 days,WHO,EST,2021-09-09,1220042,cross,9833,806,Cases reported in the past 30 days
Cases,30 days,WHO,ETH,2021-09-09,110871031,cross,34570,31.2,Cases reported in the past 30 days
Cases,30 days,WHO,FIN,2021-09-09,5587442,cross,17746,317.6,Cases reported in the past 30 days
Cases,30 days,WHO,FJI,2021-09-09,939535,cross,10811,1150.7,Cases reported in the past 30 days
Cases,30 days,WHO,FLK,2021-09-09,3198,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,FRA,2021-09-09,68084217,cross,503467,739.5,Cases reported in the past 30 days
Cases,30 days,WHO,FRO,2021-09-09,51943,cross,38,73.2,Cases reported in the past 30 days
Cases,30 days,WHO,FSM,2021-09-09,101675,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,GAB,2021-09-09,2284912,cross,892,39,Cases reported in the past 30 days
Cases,30 days,WHO,GBR,2021-09-09,67081000,cross,1000349,1491.3,Cases reported in the past 30 days
Cases,30 days,WHO,GEO,2021-09-09,4933674,cross,117102,2373.5,Cases reported in the past 30 days
Cases,30 days,WHO,GGY,2021-09-09,67334,cross,374,555.4,Cases reported in the past 30 days
Cases,30 days,WHO,GHA,2021-09-09,32372889,cross,14317,44.2,Cases reported in the past 30 days
Cases,30 days,WHO,GIB,2021-09-09,29516,cross,275,931.7,Cases reported in the past 30 days
Cases,30 days,WHO,GIN,2021-09-09,12877894,cross,2806,21.8,Cases reported in the past 30 days
Cases,30 days,WHO,GLP,2021-09-09,0,cross,22744,,Cases reported in the past 30 days
Cases,30 days,WHO,GMB,2021-09-09,2221301,cross,1026,46.2,Cases reported in the past 30 days
Cases,30 days,WHO,GNB,2021-09-09,1976187,cross,1155,58.4,Cases reported in the past 30 days
Cases,30 days,WHO,GNQ,2021-09-09,857008,cross,988,115.3,Cases reported in the past 30 days
Cases,30 days,WHO,GRC,2021-09-09,10569703,cross,88342,835.8,Cases reported in the past 30 days
Cases,30 days,WHO,GRD,2021-09-09,113570,cross,1435,1263.5,Cases reported in the past 30 days
Cases,30 days,WHO,GRL,2021-09-09,57799,cross,195,337.4,Cases reported in the past 30 days
Cases,30 days,WHO,GTM,2021-09-09,17422821,cross,101452,582.3,Cases reported in the past 30 days
Cases,30 days,WHO,GUF,2021-09-09,0,cross,5382,,Cases reported in the past 30 days
Cases,30 days,WHO,GUM,2021-09-09,168801,cross,2648,1568.7,Cases reported in the past 30 days
Cases,30 days,WHO,GUY,2021-09-09,787971,cross,3790,481,Cases reported in the past 30 days
Cases,30 days,WHO,HKG,2021-09-09,7263234,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,HND,2021-09-09,9346277,cross,41575,444.8,Cases reported in the past 30 days
Cases,30 days,WHO,HRV,2021-09-09,4208973,cross,15569,369.9,Cases reported in the past 30 days
Cases,30 days,WHO,HTI,2021-09-09,11198240,cross,583,5.2,Cases reported in the past 30 days
Cases,30 days,WHO,HUN,2021-09-09,9728337,cross,4363,44.8,Cases reported in the past 30 days
Cases,30 days,WHO,IDN,2021-09-09,275122131,cross,434534,157.9,Cases reported in the past 30 days
Cases,30 days,WHO,IMN,2021-09-09,90895,cross,1381,1519.3,Cases reported in the past 30 days
Cases,30 days,WHO,IND,2021-09-09,1339330514,cross,1141823,85.3,Cases reported in the past 30 days
Cases,30 days,WHO,IRL,2021-09-09,5224884,cross,48476,927.8,Cases reported in the past 30 days
Cases,30 days,WHO,IRN,2021-09-09,85888910,cross,1011441,1177.6,Cases reported in the past 30 days
Cases,30 days,WHO,IRQ,2021-09-09,39650145,cross,212007,534.7,Cases reported in the past 30 days
Cases,30 days,WHO,ISL,2021-09-09,354234,cross,2273,641.7,Cases reported in the past 30 days
Cases,30 days,WHO,ISR,2021-09-09,8787045,cross,232818,2649.6,Cases reported in the past 30 days
Cases,30 days,WHO,ITA,2021-09-09,62390364,cross,184806,296.2,Cases reported in the past 30 days
Cases,30 days,WHO,JAM,2021-09-09,2816602,cross,18356,651.7,Cases reported in the past 30 days
Cases,30 days,WHO,JEY,2021-09-09,101476,cross,941,927.3,Cases reported in the past 30 days
Cases,30 days,WHO,JOR,2021-09-09,10909567,cross,26233,240.5,Cases reported in the past 30 days
Cases,30 days,WHO,JPN,2021-09-09,124687293,cross,559487,448.7,Cases reported in the past 30 days
Cases,30 days,WHO,KAZ,2021-09-09,19245793,cross,187575,974.6,Cases reported in the past 30 days
Cases,30 days,WHO,KEN,2021-09-09,54685051,cross,29210,53.4,Cases reported in the past 30 days
Cases,30 days,WHO,KGZ,2021-09-09,6018789,cross,6912,114.8,Cases reported in the past 30 days
Cases,30 days,WHO,KHM,2021-09-09,17304363,cross,14536,84,Cases reported in the past 30 days
Cases,30 days,WHO,KIR,2021-09-09,113001,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,KNA,2021-09-09,54149,cross,696,1285.3,Cases reported in the past 30 days
Cases,30 days,WHO,KOR,2021-09-09,51715162,cross,53487,103.4,Cases reported in the past 30 days
Cases,30 days,WHO,KWT,2021-09-09,3032065,cross,6694,220.8,Cases reported in the past 30 days
Cases,30 days,WHO,LAO,2021-09-09,7574356,cross,8015,105.8,Cases reported in the past 30 days
Cases,30 days,WHO,LBN,2021-09-09,5261372,cross,37796,718.4,Cases reported in the past 30 days
Cases,30 days,WHO,LBR,2021-09-09,5214030,cross,266,5.1,Cases reported in the past 30 days
Cases,30 days,WHO,LBY,2021-09-09,7017224,cross,49721,708.6,Cases reported in the past 30 days
Cases,30 days,WHO,LCA,2021-09-09,166637,cross,3421,2053,Cases reported in the past 30 days
Cases,30 days,WHO,LIE,2021-09-09,39425,cross,242,613.8,Cases reported in the past 30 days
Cases,30 days,WHO,LKA,2021-09-09,23044123,cross,135688,588.8,Cases reported in the past 30 days
Cases,30 days,WHO,LSO,2021-09-09,2177740,cross,552,25.3,Cases reported in the past 30 days
Cases,30 days,WHO,LTU,2021-09-09,2711566,cross,18662,688.2,Cases reported in the past 30 days
Cases,30 days,WHO,LUX,2021-09-09,639589,cross,2060,322.1,Cases reported in the past 30 days
Cases,30 days,WHO,LVA,2021-09-09,1862687,cross,6305,338.5,Cases reported in the past 30 days
Cases,30 days,WHO,MAC,2021-09-09,630396,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,MAF,2021-09-09,0,cross,672,,Cases reported in the past 30 days
Cases,30 days,WHO,MAR,2021-09-09,36561813,cross,192137,525.5,Cases reported in the past 30 days
Cases,30 days,WHO,MCO,2021-09-09,31223,cross,268,858.3,Cases reported in the past 30 days
Cases,30 days,WHO,MDA,2021-09-09,3323875,cross,11518,346.5,Cases reported in the past 30 days
Cases,30 days,WHO,MDG,2021-09-09,27534354,cross,92,0.3,Cases reported in the past 30 days
Cases,30 days,WHO,MDV,2021-09-09,390669,cross,3786,969.1,Cases reported in the past 30 days
Cases,30 days,WHO,MEX,2021-09-09,130207371,cross,477478,366.7,Cases reported in the past 30 days
Cases,30 days,WHO,MHL,2021-09-09,78831,cross,0,0,Cases reported in the past 30 days
Cases,30 days,WHO,MKD,2021-09-09,2128262,cross,23456,1102.1,Cases reported in the past 30 days
Cases,30 days,WHO,MLI,2021-09-09,20137527,cross,314,1.6,Cases reported in the past 30 days
Cases,30 days,WHO,MLT,2021-09-09,460891,cross,1653,358.7,Cases reported in the past 30 days
Cases,30 days,WHO,MMR,2021-09-09,57069099,cross,87853,153.9,Cases reported in the past 30 days
Cases,30 days,WHO,MNE,2021-09-09,607414,cross,15669,2579.6,Cases reported in the past 30 days
Cases,30 days,WHO,MNG,2021-09-09,3198913,cross,65378,2043.8,Cases reported in the past 30 days
Cases,30 days,WHO,MNP,2021-09-09,51659,cross,39,75.5,Cases reported in the past 30 days
Cases,30 days,WHO,MOZ,2021-09-09,30888034,cross,15375,49.8,Cases reported in the past 30 days
Cases,30 days,WHO,MRT,2021-09-09,4079284,cross,6307,154.6,Cases reported in the past 30 days
Cases,30 days,WHO,MSR,2021-09-09,5387,cross,9,167.1,Cases reported in the past 30 days
