"Variants","country_code","Verification","country_name","variant_file_date","variant_date"
"Alpha (B.1.1.7)","NZL","Verified","New Zealand",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","THA","Verified","Thailand",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GRC","Verified","Greece",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LUX","Verified","Luxembourg",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","AUT","Verified","Austria",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","IRN","Verified","Iran (Islamic Republic of)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","OMN","Verified","Oman",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SVK","Verified","Slovakia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ROU","Verified","Romania",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LVA","Verified","Latvia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","RUS","Verified","Russian Federation",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MYS","Verified","Malaysia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","HUN","Verified","Hungary",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GMB","Verified","Gambia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LIE","Verified","Liechtenstein",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LKA","Verified","Sri Lanka",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MAR","Verified","Morocco",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","POL","Verified","Poland",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CZE","Verified","Czechia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SRB","Verified","Serbia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NGA","Verified","Nigeria",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SVN","Verified","Slovenia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MKD","Verified","North Macedonia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BGR","Verified","Bulgaria",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GHA","Verified","Ghana",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MYT","Verified","Mayotte",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SEN","Verified","Senegal",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ZAF","Verified","South Africa",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","XKX","Verified","Kosovo",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LTU","Verified","Lithuania",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PSE","Verified","occupied Palestinian territory, including east Jerusalem",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","REU","Verified","Réunion",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BIH","Verified","Bosnia and Herzegovina",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","HRV","Verified","Croatia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","EST","Verified","Estonia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","IRQ","Verified","Iraq",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MNE","Verified","Montenegro",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BHR","Verified","Bahrain",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KHM","Verified","Cambodia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TUN","Verified","Tunisia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","AGO","Verified","Angola",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BLR","Verified","Belarus",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MCO","Verified","Monaco",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MWI","Verified","Malawi",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TGO","Verified","Togo",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LBN","Verified","Lebanon",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KWT","Verified","Kuwait",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KGZ","Verified","Kyrgyzstan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LAO","Verified","Lao People's Democratic Republic",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","WLF","Verified","Wallis and Futuna",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BOL","Verified","Bolivia (Plurinational State of)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CMR","Verified","Cameroon",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GAB","Verified","Gabon",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NER","Verified","Niger",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CIV","Verified","Côte d’Ivoire",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","EGY","Verified","Egypt",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CAF","Verified","Central African Republic",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GNQ","Verified","Equatorial Guinea",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GIN","Verified","Guinea",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GUM","Verified","Guam",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","COD","Verified","Democratic Republic of the Congo",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","COG","Verified","Congo",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","UGA","Verified","Uganda",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","UZB","Verified","Uzbekistan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","URY","Verified","Uruguay",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GIB","Verified","Gibraltar",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BLZ","Verified","Belize",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","UKR","Verified","Ukraine",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ALB","Verified","Albania",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","HTI","Verified","Haiti",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KEN","Verified","Kenya",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","RWA","Verified","Rwanda",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GNB","Verified","Guinea-Bissau",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LBR","Verified","Liberia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BFA","Verified","Burkina Faso",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","FRO","Verified","Faroe Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MRT","Verified","Mauritania",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VEN","Verified","Venezuela (Bolivarian Republic of)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MDV","Verified","Maldives",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TLS","Verified","Timor-Leste",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BMU","Verified","Bermuda",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","DJI","Verified","Djibouti",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GTM","Verified","Guatemala",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SOM","Verified","Somalia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MMR","Verified","Myanmar",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BTN","Verified","Bhutan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PRY","Verified","Paraguay",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","IDN","Verified","Indonesia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MTQ","Verified","Martinique",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PRI","Verified","Puerto Rico",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TCA","Verified","Turks and Caicos Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SUR","Verified","Suriname",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","DMA","Verified","Dominica",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TTO","Verified","Trinidad and Tobago",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VGB","Verified","British Virgin Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MSR","Verified","Montserrat",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","HND","Verified","Honduras",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NAM","Verified","Namibia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BDI","Verified","Burundi",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SSD","Verified","South Sudan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ZMB","Verified","Zambia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CAN","Verified","Canada",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CHL","Verified","Chile",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","USA","Verified","United States of America",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BRA","Verified","Brazil",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","JAM","Verified","Jamaica",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ABW","Verified","Aruba",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PER","Verified","Peru",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ECU","Verified","Ecuador",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MEX","Verified","Mexico",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","DOM","Verified","Dominican Republic",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ARG","Verified","Argentina",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BRB","Verified","Barbados",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LCA","Verified","Saint Lucia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CUW","Verified","Curaçao",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GLP","Verified","Guadeloupe",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CRI","Verified","Costa Rica",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GUF","Verified","French Guiana",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BES","Verified","Bonaire, Sint Eustatius, and Saba",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GRD","Verified","Grenada",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SXM","Verified","Sint Maarten",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","COL","Verified","Colombia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","CYM","Verified","Cayman Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ATG","Verified","Antigua and Barbuda",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","AIA","Verified","Anguilla",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MNG","Verified","Mongolia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SDN","Verified","Sudan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BHS","Verified","Bahamas",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MUS","Verified","Mauritius",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MOZ","Verified","Mozambique",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ETH","Verified","Ethiopia",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VIR","Verified","United States Virgin Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SLV","Verified","El Salvador",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BWA","Unverified","Botswana",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BEN","Verified","Benin",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TCD","Verified","Chad",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SYC","Verified","Seychelles",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","BGD","Verified","Bangladesh",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","FLK","Verified","Falkland Islands (Malvinas)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","YEM","Verified","Yemen",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","AND","Unverified","Andorra",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MNP","Unverified","Northern Mariana Islands (Commonwealth of the)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","STP","Verified","Sao Tome and Principe",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MDG","Verified","Madagascar",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ZWE","Verified","Zimbabwe",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","FJI","Unverified","Fiji",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NIC","Verified","Nicaragua",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MLI","Verified","Mali",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SWZ","Verified","Eswatini",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","LSO","Verified","Lesotho",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","COM","Verified","Comoros",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SLE","Verified","Sierra Leone",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TZA","Verified","United Republic of Tanzania",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NER","Unverified","Niger",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GUY","Verified","Guyana",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ASM","Not reported","American Samoa",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","COK","Not reported","Cook Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ERI","Not reported","Eritrea",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","ESH","Not reported","Western Sahara",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","FSM","Not reported","Micronesia (Federated States of)",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GGY","Not reported","Guernsey",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","GRL","Not reported","Greenland",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","HKG","Not reported","Hong Kong",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","IMN","Not reported","Isle of Man",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","JEY","Not reported","Jersey",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KIR","Not reported","Kiribati",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","KNA","Not reported","Saint Kitts and Nevis",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MAC","Not reported","Macau",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","MHL","Not reported","Marshall Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NIU","Not reported","Niue",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","NRU","Not reported","Nauru",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PCN","Not reported","Pitcairn Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PLW","Not reported","Palau",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PNG","Not reported","Papua New Guinea",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","PRK","Not reported","Democratic People's Republic of Korea",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SHN","Not reported","Saint Helena",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SLB","Not reported","Solomon Islands",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SMR","Not reported","San Marino",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SPM","Not reported","Saint Pierre and Miquelon",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","SYR","Not reported","Syrian Arab Republic",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TJK","Not reported","Tajikistan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TKL","Not reported","Tokelau",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TKM","Not reported","Turkmenistan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TON","Not reported","Tonga",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TUV","Not reported","Tuvalu",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","TWN","Not reported","Taiwan",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VAT","Not reported","Holy See",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VCT","Not reported","Saint Vincent and the Grenadines",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","VUT","Not reported","Vanuatu",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","WSM","Not reported","Samoa",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","OTH","Not reported","Other",2022-03-30,"Data as of 2022-03-29"
"Alpha (B.1.1.7)","XCA","Not reported","Saba",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ARE","Verified","United Arab Emirates",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","REU","Verified","Réunion",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FIN","Verified","Finland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DNK","Verified","Denmark",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PHL","Verified","Philippines",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AUT","Verified","Austria",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PAN","Verified","Panama",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PYF","Verified","French Polynesia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DEU","Verified","Germany",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","JPN","Verified","Japan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ITA","Verified","Italy",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FRO","Verified","Faroe Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GBR","Verified","The United Kingdom",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NLD","Verified","Netherlands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","FRA","Verified","France",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TUR","Verified","Turkey",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ESP","Verified","Spain",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CHE","Verified","Switzerland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BEL","Verified","Belgium",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IND","Verified","India",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SVN","Verified","Slovenia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AUS","Verified","Australia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","JOR","Verified","Jordan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","NOR","Verified","Norway",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","KOR","Verified","Republic of Korea",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ROU","Verified","Romania",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MLT","Verified","Malta",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CHN","Verified","China",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GUY","Verified","Guyana",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PAK","Verified","Pakistan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","THA","Verified","Thailand",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SGP","Verified","Singapore",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","IRL","Verified","Ireland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PER","Verified","Peru",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PRT","Verified","Portugal",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SWE","Verified","Sweden",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","POL","Verified","Poland",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LUX","Verified","Luxembourg",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LVA","Verified","Latvia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ISR","Verified","Israel",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","LTU","Verified","Lithuania",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","EST","Unverified","Estonia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GLP","Verified","Guadeloupe",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MTQ","Verified","Martinique",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GRC","Verified","Greece",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VGB","Verified","British Virgin Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TCA","Verified","Turks and Caicos Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GUM","Verified","Guam",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CZE","Verified","Czechia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","URY","Verified","Uruguay",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PRY","Verified","Paraguay",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SUR","Verified","Suriname",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","HTI","Verified","Haiti",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BOL","Verified","Bolivia (Plurinational State of)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","HRV","Verified","Croatia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VEN","Verified","Venezuela (Bolivarian Republic of)",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","PRI","Verified","Puerto Rico",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CUW","Verified","Curaçao",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GTM","Verified","Guatemala",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BRA","Verified","Brazil",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","USA","Verified","United States of America",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","COL","Verified","Colombia",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CAN","Verified","Canada",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ARG","Verified","Argentina",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MEX","Verified","Mexico",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CHL","Verified","Chile",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","GUF","Verified","French Guiana",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ABW","Verified","Aruba",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CRI","Verified","Costa Rica",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ECU","Verified","Ecuador",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","TTO","Verified","Trinidad and Tobago",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","DOM","Verified","Dominican Republic",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BRB","Verified","Barbados",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","CYM","Verified","Cayman Islands",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BIH","Verified","Bosnia and Herzegovina",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","RUS","Unverified","Russian Federation",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","HUN","Verified","Hungary",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BES","Verified","Bonaire, Sint Eustatius, and Saba",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SLV","Verified","El Salvador",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MSR","Verified","Montserrat",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BLZ","Verified","Belize",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","ATG","Verified","Antigua and Barbuda",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","AGO","Verified","Angola",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SXM","Verified","Sint Maarten",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BHR","Verified","Bahrain",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","MNE","Unverified","Montenegro",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","SDN","Verified","Sudan",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","HND","Verified","Honduras",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","BHS","Verified","Bahamas",2022-03-30,"Data as of 2022-03-29"
"Gamma (P.1)","VCT","Verified","Saint Vincent and the Grenadines",2022-03-30,"Data as of 2022-03-29"
